지역명,기사제목,기자이름,날짜,내용,링크
청도,"청도, 로컬브랜딩 활성화지원사업 선정",일간경북신문 - 윤기영 기자,2023/05/30,"청도군이 행정안전부가 주관하는 『생활권 단위 로컬브랜딩 활성화지원사업』 공모에 최종 선정되어 사업비 6억원을 확보하게 됐다.
청도군은 고수구길을 생활권으로 선정하여 도보 여행을 통해 주민이 살맛나고 지역의 활력을 찾기 위한 나만의 청도 여행탐구생활, ‘고수구길 웰컴문화정류장’ 사업계획으로, 서면평가와 현장 발표평가 등을 거쳐 전국 10개 지자체를 선정하는 공모사업에 최종 선정됐다. 군은 이번 공모사업에 선정됨에 따라 고수구길 일대에 활용되지 못하고 있는 1910년대 근대건축물, 1950년대 목조건축물 등을 활용하여 주민들을 중심으로 로컬브랜딩 협의체를 구성하여 마스터플랜을 수립하고 역사 및 문화 스토리를 개발하여 로컬라이프가이드 육성 등 공동체 활성화를 위한 다양한 프로그램을 진행할 예정이다. 이종구기자",http://www.newgbnews.com/news/view.php?idx=307417
청도,"청도군의회, 하천정비사업장 방문·점검",일간경북신문 - 이종구 기자,2023/05/29,"10일간 임시회 마무리

청도군의회는 지난 17일부터 26일까지 10일간의 일정으로 제292회 청도군의회 임시회를 열어 2023년 상반기 군정질문을 실시하였다.
주요 군정 질의는 △재정이 수반되는 MOU 체결현황 △주민만족도 조사결과 △4차 산업혁명 및 빅데이터를 활용한 업무연계 현황 △명시·사고이월 내역 △결산상 순세계잉여금 현황 △어린이집 급식비 지원내역 △취약계층 아동의 방학중 중식지원 현황 △청소년 보호를 위한 학교폭력 예방 및 지원 △고향사랑기부제 기부현황 △해외 새마을시범마을 조성 △신재생에너지 지원 사업 △도시재생뉴딜사업 및 도시재생인정사업 △치매노인 실종예방 △출산․육아용품 대여 현황 △임차 산불진화헬기 관내 비행관련 △고평교 재가설공사 △주민숙원사업 편입토지 내역 △스마트 CCTV보급현황 △다자녀 지원현황 △청도소싸움경기사업 △외국인계절근로자 사업 △파크골프장 설치현황 등 관과소별 총 128건으로, 군민을 위한 정책을 펼쳐나가는 데 소중한 의정 자료로 활용될 것으로 보인다.
또한 군정 질의와 관련하여 글방천소하천정비사업장 외 3개소를 방문하여 사업현장을 직접 확인․점검을 하고, 주민 및 관계자의 애로사항 청취를 통해 문제점에 대한 개선방안을 집행부에 전달하였다. 이종구기자",http://www.newgbnews.com/news/view.php?idx=307277
청도,"청도, 돌발병충해 확산 방지 힘쓴다",일간경북신문 - 이종구 기자,2023/05/25,"청도군은 돌발병해충(미국선녀벌레, 갈색날개매미충 등)의 확산 방지를 위하여 24일 화양읍 다로리 일원에서 협업공동방제 연시회를 개최하였다.
이번 연시회는 돌발병해충 확산 방지와 농업인 동시 방제 독려를 위하여 청도반시 과원 및 인근 임야에 전용 약제를 살포하였으며, 농업기술센터, 경제산림과, 화양읍 및 농업인이 함께 협업하여 공동방제 함으로써 방제 효과를 극대화하였다.
미국선녀벌레 등 돌발병해충은 5월 하순에 부화하여 10월까지 활동하며, 가지의 즙액을 빨아 가지를 고사시키거나 분비물로 과일이나 잎에 그을음병을 유발하여 상품성을 떨어뜨리기 때문에 방제를 소홀히 할 경우 많은 피해를 줄 수 있으므로, 농가에서는 공동 방제기간에 반드시 방제를 실시하는 적극적인 동참이 필요하다.
청도군은 24일부터 6월 22일까지를 ‘돌발해충 공동방제 기간’으로 지정하고 과수면적 1,227ha를 방제할 수 있는 돌발해충 방제 약제를 공급하였다. 특히, 올해 처음으로 산동·산서지역 돌발해충 방제단을 시범 운영하여 병해충 발생 위험에 선제적으로 대응할 수 있는 방제 체계를 구축한다. 이종구기자",http://www.newgbnews.com/news/view.php?idx=307115
청도,"청도 보부상, 라이브커머스 교육 ‘출발’",일간경북신문 - 이종구 기자,2023/05/22,,http://www.newgbnews.com/news/view.php?idx=306713
청도,청도 ‘감말랭이’ 일본 소비자 입맛 저격,일간경북신문 - 이종구 기자,2023/05/18,,http://www.newgbnews.com/news/view.php?idx=306379
청도,"청도혁신센터, 천천히 참한 지역살이",일간경북신문 - 이종구 기자,2023/05/15,"청도혁신센터는 지난 12일 청도군 송금행복마을 체험관에서 2023년 로컬 임팩트 포럼 - 천천히, 참한 지역살이 ‘국내외 지역살이를 이야기하다’를 개최하였다.
청도혁신센터는 지역 주민이 함께 만들어가는 지속 가능한 경북-청도를 위한 지역거점별 소통협력공간으로, 주민이 지역의 변화를 만드는 주체로서 참여할 수 있도록 교육, 포럼, 축제 등을 기획하고 공간을 제공하는 등 다양한 지원사업을 추진하고 있다.
지역의 흐름에 대한 새로운 이해를 제안하고, 로컬에서 활동하는 이들의 역량 강화를 지원하기 위해 5월부터 오는 12월까지 매월, 총 8회차에 걸쳐 ‘2023년 로컬 임팩트 포럼 - 천천히, 참한 지역살이’를 진행한다. 본 포럼에서는 전국 각지에서 진행 중인 로컬 지향적 지역살이의 사례를 깊이 있게 탐구할 예정이다.
포럼 1회차인 5월의 강연은 도시재생 전문가인 서울시립대학교 도시공학과 정석 교수의 지역살이에 대한 총론으로 포문을 열었다. 정석 교수는 서울시정개발연구원(現 서울 연구원)에서 북촌 한옥마을, 인사동 보전, 걷고 싶은 도시 설계연구 프로젝트 등을 진행한 도시재생 분야의 권위 있는 도시설계 전문가로서 인적, 물적 자원들이 수도권에 과밀화된 현상에 문제를 제기하며, 지역살이에서 그 해답을 찾았다.
아울러 하동, 전주, 강릉 등의 다양한 지역에서 몸소 체험한 지역살이를 소개하며, 로컬에서 지역민들의 연대와 지역성이 가지는 생명력을 균형 있게 바라보는 관점으로 지역살이의 방향성을 제시하였다. 청도혁신센터장은 “로컬 임팩트 포럼으로 다양한 지역과의 혁신체계를 구축하고, 지역에 필요한 수요를 발견할 것으로 기대된다. 포럼에서 소개되는 다양한 지역살이 사례를 통해 지역문제 해결을 위한 아이디어를 발굴할 수 있을 것이다.”고 했다. 윤기영기자",http://www.newgbnews.com/news/view.php?idx=305904
청도,"청도, 전통시장 흥겨운 문화장터 운영",일간경북신문 - 이종구 기자,2023/05/10,"청도군은 9일 청도시장에서 ‘전통시장 흥겨운 문화장터’를 개최했다고 밝혔다.
이 행사는 지난 2월 문화체육관광부 공모에 선정된 총사업비 1억2천6백만 원의 ‘지역문화 활력 촉진사업’으로, 지역 예술단체 및 동아리들의 공연을 통해 지역 예술인들의 예술적 역량을 강화하고 상대적으로 문화접근성이 약한 시골 마을 어르신들에게 문화 향유 기회 제공을 위해 전통시장이라는 무대를 활용하여 계획한 문화공연 사업이다.
이날 행사에는 경상북도 무형문화재로 지정된 차산농악을 시작으로 성악, 국악, 가요 등 다양한 장르의 흥겨운 문화공연이 펼쳐졌다. 김하수 청도군수는 “이 행사를 계기로 지역 예술인들의 예술적 역량을 더욱 강화하는 한편 지역주민들의 문화공연 참여를 통해 지역문화에 활력을 불어넣어 문화예술이 더욱 활성화되기를 바란다.”라고 말했다.
한편, 이번 행사는 청도장을 시작으로 오는 16일에는 풍각장, 26일에는 동곡장 등 3개의 전통시장에서 9월까지 총 21회의 다채로운 문화공연이 이어질 예정이다. 이종구기자",http://www.newgbnews.com/news/view.php?idx=305456
청도,"청도, 인구감소·지방소멸 위기 전략회의",일간경북신문 - 윤기영 기자,2023/05/09,"청도군은 8일 군청 제1회의실에서 인구감소 및 지방소멸 위기 대응을 위한 전략회의를 개최하였다.
이날 회의에서는 그간 진행된 지역 여건 분석과 주민 의견수렴 등을 통해 도출된 중장기 인구정책 비전·전략과제 등을 바탕으로 군의 지속 가능한 발전을 위한 실제적인 방안을 논의하고, 이에 필요한 구체적인 사업들을 제안·검토하는 시간으로 이어졌다.
군은 회의에서 제시된 의견과 토의 결과를 반영해 인구감소지역대응 5개년 기본계획을 수립하고, 이와 연계된 지방소멸대응기금 투자계획을 오는 6월까지 행정안전부에 제출할 예정이다.
김하수 청도군수는 “청도군의 정주인구뿐만 아니라 생활인구 확대를 위한 다양한 사업을 발굴·구체화해 지방소멸에 적극적으로 대응하겠다”라고 말했다. 이종구기자",http://www.newgbnews.com/news/view.php?idx=305306
