지역명, 기사제목, 기자이름, 날짜, 링크
대구,"달성장학재단, 장학금 기탁 릴레이",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=380601
대구,[동정] 배광식 대구북구청장,일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=380591
대구,"한국장학재단-한국보훈복지의료공단, 고졸취업·채용 활성화 업무협약",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=380587
대구,"환경공단 대구경북본부, 구미 국가산단 Safe-Complex 조성 화학안전 설명회 개최",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=380583
대구,[동정] 최재훈 대구달성군수,일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=380580
대구,"대구도시개발공사, 대한적십자사 회원유공장 명예장 수상",일간경북신문 - 박정수기자,0호,http://www.kbsm.net/news/view.php?idx=380511
대구,"대구시의회·농협대구본부, 고향사랑기부제 활성화 업무협약",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380510
대구,"달성군 용역 환경미화원 노조원들 ""근로조건 개선 없으면 파업""",일간경북신문 - 경북신문기자,0호,http://www.kbsm.net/news/view.php?idx=380509
대구,"박우근 대구시의원, '대구시 우수식품 인증 및 지원 조례' 개정안 발의",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380508
대구,"대구 의료기업, 두바이 국제의료기기 전시회서 1769만달러 계약 달성",일간경북신문 - 박정수기자,0호,http://www.kbsm.net/news/view.php?idx=380504
대구,"대경중기청, 2023년도 핵심미션 중점 추진",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380502
대구,[동정] 이태훈 대구달서구청장,일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380496
대구,[동정] 윤석준 대구동구청장,일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380494
대구,[동정] 강은희 대구교육감,일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380493
대구,[동정] 조재구 대구남구청장,일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380491
대구,"영진전문대 응급구조교육센터, 응급구조사 양성과정 개강",일간경북신문 - 박정수기자,0호,http://www.kbsm.net/news/view.php?idx=380489
대구,"DGB금융그룹, ‘디지털 인재 양성 프로젝트’ 교육 시작",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380488
대구,"대구 수성구, 자율적 내부통제 운영평가 ‘대통령 표창’",일간경북신문 - 전수정기자,0호,http://www.kbsm.net/news/view.php?idx=380487
대구,"대구시, 2023년 대구사업체조사",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380486
대구,생활개선 달성군연합회 16대 회장 취임,일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380483
대구,"대구시, 어르신 무임교통 통합 지원 시행···전국 최초",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380482
대구,"대구 동구, 2023년 백세건강주치의 사업 운영",일간경북신문 - 전수정기자,0호,http://www.kbsm.net/news/view.php?idx=380481
대구,"대구 서구, 이동 세무 사무소 운영",일간경북신문 - 전수정기자,0호,http://www.kbsm.net/news/view.php?idx=380478
대구,"대구 달서구, 겨울방학 대학생 행정인턴 수료식 가져",일간경북신문 - 전수정기자,0호,http://www.kbsm.net/news/view.php?idx=380475
대구,"대구교육청, 신학기 대비 안전체험시설 안전점검",일간경북신문 - 박정수기자,0호,http://www.kbsm.net/news/view.php?idx=380471
대구,"달성군 사문진 봉사회, 달성군에 이웃돕기 성금 200만원 기탁",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380455
대구,[동정] 최재훈 대구달성군수,일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380450
대구,[동정] 손종익 팔공산국립공원 승격 범시도민추진위 공동대표,일간경북신문 - 전수정기자,0호,http://www.kbsm.net/news/view.php?idx=380448
대구,"대구근대역사관, 지도 활용 '경상감영·대구읍성’ 전시",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380447
대구,"대구 서구 비원뮤직홀, 아에르 플루트 앙상블 콘서트",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380438
대구,"김보경 달성군의원, '2022 대구·경북 의원정책대상' 우수상 수상",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380436
대구,"DGB대구은행, ‘2024학년도 대학입시 대비 학습 설명회’ 참가자 선착순 모집",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=380435
대구,대구 '코로나19' 확진자 851명...사망 1명,일간경북신문 - 전수정기자,2023/02/07,http://www.kbsm.net/news/view.php?idx=380412
대구,[오늘 날씨] 대구·경북 흐리고 큰 일교차…낮 최고 13도,일간경북신문 - 황수진기자,2023/02/07,http://www.kbsm.net/news/view.php?idx=380383
대구,"이희범 前 산업자원부 장관, 부영그룹 회장 취임",일간경북신문 - 박정수기자,0호,http://www.kbsm.net/news/view.php?idx=380380
대구,대구 '코로나19' 확진자 294명...사망 4명,일간경북신문 - 전수정기자,2023/02/06,http://www.kbsm.net/news/view.php?idx=380366
대구,"용평리조트, ‘제40회 용평 인터내셔널 스키 페스티벌’ 성료",일간경북신문 - 박정수기자,2023/02/06,http://www.kbsm.net/news/view.php?idx=380365
대구,"대구소방, 정월대보름 특별경계근무···총력 대응태세 가동",일간경북신문 - 김범수기자,7호,http://www.kbsm.net/news/view.php?idx=379951
대구,"DIP, 대구시 성별영향평가 '우수기관'",일간경북신문 - 김범수기자,7호,http://www.kbsm.net/news/view.php?idx=379948
대구,"대구 북구, 한순구 연세대 교수 초청 경제특강",일간경북신문 - 김범수기자,7호,http://www.kbsm.net/news/view.php?idx=379947
대구,[동정] 최재훈 대구달성군수,일간경북신문 - 김범수기자,7호,http://www.kbsm.net/news/view.php?idx=379946
대구,"국토부, '안심전세 App' 출시···""전세사기 예방한다""",일간경북신문 - 김범수기자,7호,http://www.kbsm.net/news/view.php?idx=379945
대구,"aT 농수산식품유통교육원, 2023 농식품마케팅대학 교육생 모집",일간경북신문 - 김범수기자,7호,http://www.kbsm.net/news/view.php?idx=379941
대구,"대구시선관위, 정월대보름 행사 이용한 공명선거 홍보 캠페인",일간경북신문 - 김범수기자,7호,http://www.kbsm.net/news/view.php?idx=379940
대구,"대구 달성군청소년센터 비전꿈터, 미래 자동차 학교 운영기관으로 선정",일간경북신문 - 김범수기자,7호,http://www.kbsm.net/news/view.php?idx=379939
대구,대구 '코로나19' 확진자 916명...사망 1명,일간경북신문 - 전수정기자,2023/02/02,http://www.kbsm.net/news/view.php?idx=379932
대구,[오늘 날씨] 대구·경북 구름 많고 다시 추위...낮 최고 8도,일간경북신문 - 황수진기자,2023/02/02,http://www.kbsm.net/news/view.php?idx=379922
대구,"대구시의회, 원·하청 기업 동반 상생에 마중물이 될 정책연구 착수",일간경북신문 - 김범수기자,2023/02/01,http://www.kbsm.net/news/view.php?idx=379907
대구,"블루센㈜, 대한적십자사 회원유공장 금장 수상",일간경북신문 - 김범수기자,2023/02/01,http://www.kbsm.net/news/view.php?idx=379906
대구,"홍준표 대구시장, 성서공단 섬유공장 화재현장 방문",일간경북신문 - 김범수기자,2023/02/01,http://www.kbsm.net/news/view.php?idx=379905
대구,"김승수 의원, 웹툰 정의 신설·작가 권익 보호 위한 '만화진흥법 개정안' 상임위 통과",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=379884
대구,"DGB대구은행, 7천억 규모 ‘DGB오픈런-롱런’ 중소기업 특별대출 출시",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=379883
대구,[동정] 윤석준 대구동구청장,일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=379880
대구,[동정] 류한국 대구서구청장,일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=379879
대구,[동정] 강은희 대구교육감,일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=379878
대구,[동정] 이태훈 대구달서구청장,일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=379877
대구,[오늘 날씨] 대구·경북 흐리고 곳곳 눈...최고 7㎝,일간경북신문 - 황수진기자,2023/01/26,http://www.kbsm.net/news/view.php?idx=379133
대구,"가스공사, 신입직원 61명 채용",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379107
대구,"부산청, 국도24호선 울주 상북 양등교차로 개선공사 착공",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379105
대구,"이만규 대구시의장, 일일 대구로택시 기사로 변신 '눈길'",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379101
대구,[동정] 조재구 대구남구청장,일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379099
대구,"홍준표 대구시장, 간부회의서 “속도감 있는 정책 추진” 지시",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379094
대구,"대구시, 하천 수질개선·도시침수 예방사업 중점 추진",일간경북신문 - 박정수기자,1호,http://www.kbsm.net/news/view.php?idx=379092
대구,달성군 논공읍에 설 앞두고 이웃사랑 기부 릴레이 이어져,일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379088
대구,"달성군, 고향사랑기부금 1천만원 돌파",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379085
대구,"대구 달서구, '아동이 안전하고 행복한 도시' 위해 노력",일간경북신문 - 전수정기자,1호,http://www.kbsm.net/news/view.php?idx=379083
대구,"대구 수성구, 지역복지사업 평가 보건복지부 장관 기관 표창",일간경북신문 - 전수정기자,1호,http://www.kbsm.net/news/view.php?idx=379081
대구,"대구 남구, 요리 국가자격 취득 프로그램 운영",일간경북신문 - 전수정기자,1호,http://www.kbsm.net/news/view.php?idx=379080
대구,"대구교육청, 늘봄학교 운영",일간경북신문 - 박정수기자,1호,http://www.kbsm.net/news/view.php?idx=379075
대구,"계명대 계명시민교육원 박물관대학, 역사문화 강좌 열어",일간경북신문 - 박정수기자,1호,http://www.kbsm.net/news/view.php?idx=379073
대구,"영진사이버대, 신·편입생 온라인 예비대학 실시",일간경북신문 - 박정수기자,1호,http://www.kbsm.net/news/view.php?idx=379068
대구,[동정] 홍준표 대구시장,일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379067
대구,"자율주행 선도도시 대구, 수성 알파시티에 자율주행 유상 운송 서비스 개시",일간경북신문 - 박정수기자,1호,http://www.kbsm.net/news/view.php?idx=379065
대구,"영진사이버대 사회봉사단, ‘사랑의 물품 기부’ 전달",일간경북신문 - 박정수기자,1호,http://www.kbsm.net/news/view.php?idx=379064
대구,대구시 표준지 변동률 -6.02%···전년대비 16.58%p 하락,일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379058
대구,"김승수 의원 ""중앙박물관 수장고 수용률 96% 넘어···포화상태""",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379030
대구,"대구시, 대구우수식품 인증 기업 5곳 방문 현판 수여",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379028
대구,"대구소방, 설 연휴 기간 119구급상담 평소 대비 2배 이상 증가",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379026
대구,"대구 북구, 올해 ‘안심음식점’ 100곳 모집",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379025
대구,[인사] 한국장학재단,일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379024
대구,"DGB금융그룹, 제4회 윤리경영대상 시상식",일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379019
대구,‘한 번의 인생 어떻게 살 것인가?’,일간경북신문 - 김범수기자,1호,http://www.kbsm.net/news/view.php?idx=379016
대구,"달성군, 2022년 주소정보 업무평가 국무총리상 수상",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378189
대구,"달성군의회, 설맞이 사회복지시설 위문품 전달",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378186
대구,"임병헌 의원, 과태료 부과 전 위반사실 알리는 정보화시스템 구축·운영 근거 마련",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378183
대구,"대구시, 미국 CES 2023서 1억 달러 상담 성과",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378181
대구,"DGB대구은행, ‘기업특화 영업조직 금융센터 신설’···성남금융센터 개점",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378167
대구,"대구세관, 수출입안전관리우수업체 공인증서 수여",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378165
대구,"'일심단결 목적달성의 해'···신천지예수교회, 올해도 ‘10만 수료’",일간경북신문 - 김범수기자,2023/01/16,http://www.kbsm.net/news/view.php?idx=378159
대구,"건강관리협회 경북도지부, 설 맞이 이웃사랑 성금 전달",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378155
대구,"신보-전기공사공제조합, 데이터 교류 협약 체결",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378152
대구,"DGIST 문제일 교수, 한국뇌신경과학회장 취임",일간경북신문 - 김범수기자,2023/01/16,http://www.kbsm.net/news/view.php?idx=378151
대구,"대구소방 ""설 명절 주택용 소방시설 선물하세요""",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378150
대구,"대구 북구, '행복북구' 사진 공모전 수상작 전시",일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378149
대구,[동정] 배광식 대구북구청장,일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378147
대구,[동정] 최재훈 대구달성군수,일간경북신문 - 김범수기자,6호,http://www.kbsm.net/news/view.php?idx=378143
대구,대구 '코로나19' 확진자 592명...사망 2명,일간경북신문 - 전수정기자,2023/01/16,http://www.kbsm.net/news/view.php?idx=378135
대구,[오늘의 날씨] 대구·경북 맑고 기온 '뚝'…최저 -8도,일간경북신문 - 황수진기자,2023/01/16,http://www.kbsm.net/news/view.php?idx=378132
대구,"연화상사, 대구적십자사 ‘씀씀이가 바른 기업’ 가입",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378087
대구,"대구적십자, 여성봉사특별자문위원회 정기총회",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378085
대구,"대구시-(주)텔레칩스, 대구연구소 설립 투자협약 체결",일간경북신문 - 박정수기자,5호,http://www.kbsm.net/news/view.php?idx=378081
대구,"대구 대형마트, 2월부터 둘째 넷째 월요일 쉰다",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378079
대구,"대구시, 대기업 협력 지역 ABB기업 상생 프로젝트 본격화",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378077
대구,"대구시, 하수도분야 신규 국비사업 10건 모두 선정",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378075
대구,"대구 ‘국가로봇테스트필드’, 예타 대상사업 선정",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378073
대구,[동정] 홍준표 대구시장,일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378072
대구,[동정] 윤석준 대구동구청장,일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378068
대구,[동정] 류한국 대구서구청장,일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378067
대구,[동정] 이태훈 대구달서구청장,일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378066
대구,[동정] 강은희 대구교육감,일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378063
대구,"최세휴 경북대 공대학장, 한국공과대학장협의회 회장 선출",일간경북신문 - 박정수기자,5호,http://www.kbsm.net/news/view.php?idx=378061
대구,"대구·경북서 로또 '1등 3명' 나왔다...2등 '경북 6명, 대구 3명' 판매점은?",일간경북신문 - 황수진기자,2023/01/15,http://www.kbsm.net/news/view.php?idx=378060
대구,"대구 달서구, 청년센터 운영시간 확대",일간경북신문 - 전수정기자,5호,http://www.kbsm.net/news/view.php?idx=378059
대구,"대구 수성구, 소상공인 경영 안정 자금 '10억 지원'",일간경북신문 - 전수정기자,5호,http://www.kbsm.net/news/view.php?idx=378057
대구,대구 연간 수출 사상 '첫 100억 달러' 돌파,일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378056
대구,"대구 동구, 청렴 콘텐츠 동영상 제작 '눈길'",일간경북신문 - 전수정기자,5호,http://www.kbsm.net/news/view.php?idx=378052
대구,"대구 서구, 설맞이 쓰레기 처리대책 시행",일간경북신문 - 전수정기자,5호,http://www.kbsm.net/news/view.php?idx=378047
대구,"신대구부산고속도서 역주행 승용차 정면 충돌…1명 심정지, 2명 중경상",일간경북신문 - 박정수기자,2023/01/15,http://www.kbsm.net/news/view.php?idx=378046
대구,"대구소방 ""지난해 화재‧구급 늘고 구조 출동은 줄어""",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378045
대구,대구 '코로나19' 확진자 1522명...사망 1명,일간경북신문 - 전수정기자,2023/01/15,http://www.kbsm.net/news/view.php?idx=378043
대구,[오늘 날씨] 대구·경북 비 또는 눈…최고 30㎝,일간경북신문 - 황수진기자,2023/01/15,http://www.kbsm.net/news/view.php?idx=378040
대구,"DGB캐피탈, ‘고객감동경영대상’ 3년 연속 수상",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378039
대구,"대구교육청, 제13회 온라인 수시캠프 실시",일간경북신문 - 박정수기자,5호,http://www.kbsm.net/news/view.php?idx=378038
대구,"대구 북구, 중기부 공모 5개 전통시장 선정",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378036
대구,"대구 북구보건소, 건강증진사업 보건복지부장관상 수상",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378034
대구,"대구 북구, ‘청년동아리지원사업’ 참여자 모집",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378033
대구,"대구보건대학교병원, ‘재활의료기관 인증의료기관’ 선정",일간경북신문 - 박정수기자,5호,http://www.kbsm.net/news/view.php?idx=378032
대구,"경북대, 올해 학부 등록금 동결",일간경북신문 - 박정수기자,5호,http://www.kbsm.net/news/view.php?idx=378031
대구,"대구 수성구의회, 정책지원관 신규 임용",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378005
대구,"국힘 경북여성지방의원협의회, 제2차 세미나 개최",일간경북신문 - 김범수기자,2023/01/15,http://www.kbsm.net/news/view.php?idx=378004
대구,[동정] 배광식 대구북구청장,일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=378003
대구,"DGB대구은행, ‘脫권위·脫형식’ 2023 첫 임원회의 눈길",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=377997
대구,"중기부, 2292억 규모 中企 수출지원사업 추진",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=377995
대구,"달성군 구지면 지사협, '2023년 정기회의' 개최",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=377994
대구,"달성군, 새해농업인 실용교육 실시",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=377993
대구,"대구 달성군, 어린이집 신년인사회 개최",일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=377992
대구,[동정] 최재훈 대구달성군수,일간경북신문 - 김범수기자,5호,http://www.kbsm.net/news/view.php?idx=377991
대구,대구 '코로나19' 확진자 1541명...사망 1명,일간경북신문 - 전수정기자,2023/01/14,http://www.kbsm.net/news/view.php?idx=377978
대구,"차대식 대구 북구의회 의장, 민주평통 대통령 표창",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377244
대구,"대구고용노동청, 설 명절 앞두고 체불예방·청산에 선제적 대응",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377242
대구,"대구환경청, 중금속 실시간 측정 차량 운영···산단 오염 예방",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377241
대구,"대구본부세관, 설명절 수출입업체 특별지원",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377240
대구,"DIP 대구웹툰캠퍼스, 전국 최우수 캠퍼스 선정",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377239
대구,"대구조달청, 조달서비스 이용 4개 우수기관 표창 수여",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377238
대구,"대경중기청, 신년·설 명절 맞이 온누리상품권 특별할인판매",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377236
대구,[동정] 배광식 대구북구청장,일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377235
대구,"대구 달성군, 고지서 활용한 복지사각지대 발굴",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377234
대구,"대구 달성군, '끝까지 책임지고 존중하며 기억하는' 보훈정책 펼친다.",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377231
대구,"대구 달성군, 오감만족 ‘명곡숲 산림욕장’ 개장",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377230
대구,"대구 북구, 설맞이 불법광고물 일제정비",일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377229
대구,[동정] 최재훈 대구달성군수,일간경북신문 - 김범수기자,0호,http://www.kbsm.net/news/view.php?idx=377228
대구,대구 '코로나19' 확진자 2148명...사망 5명,일간경북신문 - 전수정기자,2023/01/06,http://www.kbsm.net/news/view.php?idx=377180
대구,[오늘 날씨] 대구·경북 한파 대신 미세먼지 '나쁨'...저녁부터 눈비,일간경북신문 - 황수진기자,2023/01/06,http://www.kbsm.net/news/view.php?idx=377177
대구,[동정] 류한국 대구서구청장,일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377145
대구,"aT, 농수산식품 수출 120억 달러 달성···사상 최대실적 경신",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377144
대구,"대구 남구청 김효진 주무관, 강사료 모아 기부",일간경북신문 - 전수정기자,9호,http://www.kbsm.net/news/view.php?idx=377142
대구,"대구 수성구, 지방세외수입 운영실적 ‘최우수’",일간경북신문 - 전수정기자,9호,http://www.kbsm.net/news/view.php?idx=377136
대구,"대구문화예술진흥원, 2022년 문화누리카드 우수기관 선정",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377135
대구,"대구 중구, 적십자 특별성금 전달",일간경북신문 - 전수정기자,9호,http://www.kbsm.net/news/view.php?idx=377132
대구,"대구 달서구, 5만3068개 일자리 창출 약속",일간경북신문 - 전수정기자,9호,http://www.kbsm.net/news/view.php?idx=377130
대구,"미래테크(주), 이웃돕기 성금 1천만원 북구청에 기탁",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377127
대구,"대구시, 작은 결혼식 예비부부 100만원 지원",일간경북신문 - 박정수기자,9호,http://www.kbsm.net/news/view.php?idx=377121
대구,"대구공공시설공단, 설 명절 대비 다중이용시설 안전점검 추진",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377120
대구,"대구 동구, 자동차세 연납 신청 받아",일간경북신문 - 전수정기자,9호,http://www.kbsm.net/news/view.php?idx=377118
대구,대구시 택시 기본요금 16일부터 4000원으로 인상된다,일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377116
대구,"대구시, 군위군 대구 편입 준비 '착착'",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377114
대구,"달성군, 노인복지예산 총 1234억 편성",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377109
대구,"달성군, 영어체험 방학캠프 운영",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377106
대구,"영남대병원, 금연치료 협력 우수기관 ‘4회 선정기관’ 인증",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377095
대구,"DGB대구은행, 설날 특별자금대출 5천억 원 지원",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377083
대구,[동정] 최재훈 대구달성군수,일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377082
대구,"도로공사, 기온 내려갈수록 졸음운전·차량고장 잦아···""주의당부""",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377080
대구,"대구교통공사, 3호선 달성공원역 2·3번 출입구 이설",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377071
대구,"대구본부세관, 해외직구 납세편의 위한 ‘문자서비스’ 시행",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377070
대구,"aT, 창사 최초 노동이사 임명",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377058
대구,"경북우정청, 새해맞이 우체국 체크카드 고객 감사 이벤트",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377053
대구,"영남대병원 이준호 교수, 2022 아시아 태평양 안티에이징 컨퍼런스 표창장 수상",일간경북신문 - 김범수기자,9호,http://www.kbsm.net/news/view.php?idx=377052
대구,대구 '코로나19' 확진자 2714명...사망 4명,일간경북신문 - 전수정기자,2023/01/05,http://www.kbsm.net/news/view.php?idx=377044
대구,[오늘 날씨] 대구·경북 맑고 건조…낮부터 기온 회복,일간경북신문 - 황수진기자,2023/01/05,http://www.kbsm.net/news/view.php?idx=377041
대구,"대구 마트노조, 북부서 경찰관 7명 檢에 고소…""불법체포 했다""",일간경북신문 - 경북신문기자,8호,http://www.kbsm.net/news/view.php?idx=377011
대구,[동정]이태훈 대구달서구청장,일간경북신문 - 김범수기자,8호,http://www.kbsm.net/news/view.php?idx=377000
대구,[동정] 류한국 대구서구청장,일간경북신문 - 김범수기자,8호,http://www.kbsm.net/news/view.php?idx=376998
대구,[동정] 강은희 대구교육감,일간경북신문 - 김범수기자,8호,http://www.kbsm.net/news/view.php?idx=376997
대구,"대구 달서구, 국공립어린이집 그린리모델링 '3년 연속' 선정",일간경북신문 - 전수정기자,8호,http://www.kbsm.net/news/view.php?idx=376995
대구,"대구 남구, 앞산공룡공원 상설공연 콘텐츠 모집",일간경북신문 - 전수정기자,8호,http://www.kbsm.net/news/view.php?idx=376994
대구,"대구 달성군, 지역안전지수 5개분야 1등급",일간경북신문 - 김범수기자,8호,http://www.kbsm.net/news/view.php?idx=376992
대구,"대구 수성구, 시무식서 ‘청렴실천 다짐 결의’",일간경북신문 - 전수정기자,8호,http://www.kbsm.net/news/view.php?idx=376976
대구,"대구 중구, 일본 야오시 청소년 그림 교류 전시회 가져",일간경북신문 - 전수정기자,8호,http://www.kbsm.net/news/view.php?idx=376973
대구,"대구고용노동청, 태양광 발전소 지붕공사 추락사고 예방 활동 강화",일간경북신문 - 김범수기자,8호,http://www.kbsm.net/news/view.php?idx=376972
대구,"대구 동구, 고향 사랑기부제 1~2호 탄생",일간경북신문 - 전수정기자,8호,http://www.kbsm.net/news/view.php?idx=376971
